2.523,0.672,0.089,0.014
0.480,2.016,0.009,0.060
2.775,0.782,0.105,0.016
2.837,1.242,0.137,0.037
2.952,1.304,0.144,0.039
1.531,2.511,0.060,0.131
2.288,1.824,0.120,0.084
2.669,2.073,0.143,0.093
2.462,2.812,0.117,0.147
2.890,2.749,0.147,0.134
2.349,2.693,0.112,0.141
2.624,2.714,0.130,0.138
1.281,0.519,0.039,0.013
1.262,0.830,0.049,0.029
0.609,2.792,0.010,0.089
0.972,1.447,0.036,0.062
2.034,1.719,0.104,0.081
0.959,0.546,0.027,0.014
0.969,2.621,0.026,0.114
1.580,2.092,0.070,0.108
2.775,1.867,0.149,0.077
0.402,2.373,0.006,0.059
2.402,2.202,0.124,0.108
2.337,2.752,0.110,0.145
2.403,1.988,0.127,0.093
2.029,1.795,0.104,0.086
1.079,2.782,0.030,0.126
1.528,1.516,0.072,0.071
2.983,0.368,0.061,0.003
1.113,2.368,0.037,0.112
2.703,2.573,0.138,0.127
2.639,0.500,0.074,0.007
1.092,2.522,0.034,0.117
2.157,0.659,0.078,0.015
2.638,0.948,0.114,0.025
1.840,1.077,0.086,0.040
2.383,2.061,0.125,0.098
0.588,1.760,0.014,0.060
1.496,0.715,0.057,0.022
2.489,0.505,0.072,0.008
0.588,2.316,0.012,0.077
0.467,1.493,0.010,0.044
2.584,1.597,0.136,0.063
2.494,2.336,0.129,0.115
2.547,1.746,0.135,0.074
2.040,0.286,0.040,0.003
0.796,2.041,0.023,0.083
2.873,1.211,0.136,0.035
1.233,1.133,0.052,0.046
1.419,1.129,0.063,0.046
2.640,2.367,0.138,0.115
2.184,1.126,0.104,0.040
0.609,2.206,0.013,0.076
1.007,0.370,0.023,0.007
1.433,1.987,0.062,0.100
0.805,2.123,0.023,0.087
2.811,2.687,0.144,0.132
1.078,1.121,0.043,0.045
2.737,2.413,0.143,0.115
0.393,2.604,0.005,0.061
0.382,1.970,0.006,0.049
1.063,0.614,0.034,0.017
1.057,2.793,0.028,0.125
2.629,0.650,0.089,0.012
2.096,1.527,0.108,0.067
0.342,0.816,0.006,0.016
0.554,1.993,0.012,0.065
0.670,2.380,0.015,0.086
0.651,2.068,0.016,0.075
1.204,2.123,0.045,0.104
2.122,1.520,0.109,0.066
0.871,2.846,0.019,0.114
2.480,0.557,0.077,0.010
1.609,1.562,0.077,0.074
1.221,1.059,0.050,0.042
2.619,0.670,0.091,0.013
2.359,1.385,0.120,0.053
1.301,2.242,0.050,0.112
0.814,1.968,0.024,0.081
1.800,1.089,0.084,0.041
2.889,0.786,0.107,0.016
2.355,1.661,0.124,0.072
0.355,0.930,0.006,0.020
0.655,2.366,0.014,0.084
1.265,2.380,0.046,0.118
0.689,2.128,0.017,0.079
1.036,1.805,0.038,0.083
2.096,2.981,0.088,0.160
1.813,0.934,0.080,0.032
1.727,0.533,0.055,0.012
1.977,1.412,0.099,0.060
2.740,1.418,0.139,0.049
0.321,0.277,0.003,0.002
1.908,2.026,0.094,0.103
1.206,1.013,0.049,0.039
1.488,2.594,0.056,0.134
0.286,2.585,0.003,0.046
0.980,1.292,0.037,0.053
2.035,0.454,0.058,0.008
2.448,2.713,0.118,0.141
2.237,1.053,0.104,0.035
2.175,2.297,0.108,0.118
1.808,1.862,0.088,0.093
2.520,1.936,0.134,0.087
0.782,2.093,0.022,0.084
0.288,1.492,0.004,0.030
1.520,1.066,0.068,0.042
0.980,2.463,0.028,0.110
1.423,2.880,0.047,0.145
1.980,0.330,0.044,0.005
2.002,0.676,0.075,0.017
2.517,1.468,0.130,0.056
1.281,0.401,0.033,0.008
0.575,2.094,0.012,0.070
2.253,1.037,0.104,0.034
0.273,1.114,0.004,0.021
0.556,1.264,0.014,0.040
0.644,0.594,0.015,0.014
2.764,2.847,0.136,0.144
0.831,1.655,0.027,0.068
2.827,0.658,0.094,0.011
2.791,2.204,0.149,0.100
0.290,1.228,0.004,0.024
2.942,2.102,0.158,0.089
0.316,1.509,0.005,0.033
1.700,1.148,0.080,0.046
0.500,2.501,0.008,0.072
2.063,2.826,0.089,0.152
2.189,1.339,0.110,0.053
2.711,0.492,0.074,0.007
1.826,2.898,0.072,0.155
1.995,0.713,0.077,0.019
2.796,1.784,0.149,0.071
1.513,2.136,0.065,0.110
2.696,1.773,0.144,0.073
1.071,0.975,0.041,0.036
0.841,2.821,0.018,0.111
1.486,2.773,0.053,0.143
2.897,2.110,0.156,0.091
2.019,0.301,0.041,0.004
2.862,1.590,0.149,0.057
2.496,2.111,0.132,0.100
0.786,0.382,0.016,0.007
1.493,1.307,0.069,0.057
1.460,1.140,0.066,0.047
1.821,1.018,0.083,0.037
0.682,0.599,0.017,0.015
0.845,1.850,0.027,0.078
0.693,2.263,0.016,0.084
1.771,1.737,0.087,0.084
2.681,2.930,0.129,0.151
1.385,2.631,0.049,0.134
1.493,2.848,0.052,0.146
2.896,1.226,0.138,0.036
0.742,0.580,0.019,0.014
1.154,2.506,0.037,0.120
1.414,1.456,0.064,0.067
1.540,0.448,0.044,0.009
1.798,2.984,0.068,0.159
0.336,0.565,0.005,0.009
2.530,2.586,0.127,0.131
2.027,2.129,0.100,0.108
2.747,1.311,0.136,0.043
2.048,0.839,0.086,0.025
0.455,0.704,0.009,0.015
2.557,1.073,0.118,0.032
2.456,0.717,0.091,0.016
1.208,0.505,0.035,0.012
0.823,2.175,0.023,0.090
1.727,1.101,0.080,0.043
2.278,2.677,0.107,0.141
1.496,1.257,0.069,0.054
2.519,1.092,0.117,0.034
2.576,1.538,0.134,0.060
0.391,1.940,0.006,0.049
0.897,1.234,0.032,0.049
1.297,2.197,0.050,0.110
0.885,1.154,0.032,0.044
2.424,2.455,0.122,0.125
0.432,1.118,0.009,0.029
2.675,0.605,0.086,0.011
0.734,2.384,0.017,0.091
1.164,2.518,0.038,0.121
0.313,0.913,0.005,0.017
2.297,0.337,0.050,0.004
1.536,1.916,0.070,0.097
2.229,2.349,0.111,0.121
1.746,1.706,0.086,0.083
1.164,1.142,0.048,0.047
2.418,1.878,0.128,0.085
1.126,2.732,0.033,0.127
2.367,2.966,0.107,0.158
0.528,0.843,0.013,0.022
0.441,0.447,0.007,0.007
2.371,0.695,0.087,0.016
0.912,0.574,0.026,0.015
2.807,1.925,0.151,0.080
0.649,1.808,0.017,0.066
1.447,0.271,0.028,0.004
2.922,2.817,0.148,0.138
1.074,0.579,0.033,0.015
1.089,2.605,0.032,0.120
1.603,2.624,0.063,0.138
2.033,1.818,0.104,0.087
1.507,0.430,0.041,0.009
1.929,0.949,0.086,0.032
0.441,2.832,0.005,0.070
0.400,1.681,0.007,0.044
2.625,1.621,0.138,0.064
2.953,1.572,0.153,0.055
1.724,0.726,0.067,0.021
0.827,0.524,0.021,0.012
1.446,0.311,0.031,0.005
1.002,0.663,0.032,0.019
1.225,2.429,0.042,0.119
1.154,0.679,0.040,0.020
2.435,2.456,0.123,0.125
2.806,0.649,0.093,0.011
0.324,2.161,0.004,0.046
1.511,1.402,0.070,0.063
1.392,2.209,0.056,0.112
0.851,0.462,0.021,0.010
1.520,1.606,0.071,0.077
0.503,0.600,0.010,0.013
1.994,0.842,0.084,0.025
2.673,0.724,0.097,0.015
2.896,1.990,0.156,0.083
1.768,0.499,0.054,0.011
0.736,0.918,0.023,0.030
0.375,1.250,0.007,0.030
1.334,2.506,0.048,0.126
0.964,1.838,0.034,0.082
2.636,1.450,0.135,0.053
1.709,2.801,0.066,0.148
1.135,0.923,0.044,0.034
2.753,1.114,0.127,0.032
1.445,2.232,0.059,0.115
1.947,1.135,0.093,0.043
1.862,1.556,0.093,0.071
0.784,2.889,0.016,0.107
1.507,2.349,0.061,0.122
2.315,0.706,0.086,0.017
1.248,2.550,0.042,0.125
1.012,2.493,0.030,0.112
2.959,1.249,0.141,0.036
0.490,1.317,0.011,0.039
2.824,1.592,0.148,0.058
2.809,2.423,0.148,0.114
2.151,0.915,0.094,0.028
2.194,1.783,0.114,0.083
0.962,1.341,0.036,0.056
2.616,0.684,0.092,0.014
0.803,2.403,0.020,0.096
2.941,1.052,0.129,0.026
0.875,1.013,0.030,0.037
0.279,0.260,0.002,0.002
2.378,0.915,0.103,0.026
2.262,1.867,0.118,0.087
2.701,0.370,0.059,0.004
1.971,0.739,0.077,0.020
2.240,1.324,0.113,0.051
1.053,2.245,0.035,0.104
0.398,0.915,0.008,0.021
0.497,1.081,0.012,0.030
0.656,0.951,0.019,0.030
0.417,1.924,0.007,0.051
1.153,2.852,0.033,0.132
1.500,0.705,0.056,0.021
1.261,2.673,0.041,0.131
1.737,0.862,0.073,0.028
2.100,2.424,0.100,0.127
1.863,1.244,0.091,0.051
2.688,1.672,0.142,0.066
2.341,0.686,0.086,0.015
2.883,2.485,0.152,0.117
0.525,1.528,0.013,0.048
1.712,2.883,0.065,0.152
0.818,2.171,0.023,0.089
1.842,2.898,0.073,0.155
2.430,0.982,0.108,0.029
2.862,2.764,0.145,0.136
1.871,0.864,0.080,0.028
1.096,2.532,0.034,0.118
2.902,0.825,0.111,0.017
2.260,0.297,0.044,0.003
0.503,1.397,0.012,0.042
1.095,0.285,0.021,0.004
1.411,1.823,0.062,0.090
0.521,1.793,0.011,0.057
2.429,2.450,0.122,0.124
1.258,0.408,0.032,0.008
2.445,2.227,0.127,0.109
0.965,2.475,0.027,0.109
1.464,0.601,0.050,0.016
2.429,1.207,0.119,0.041
2.653,2.970,0.126,0.154
1.644,0.654,0.060,0.018
2.480,2.485,0.125,0.126
2.292,0.329,0.049,0.004
1.105,1.678,0.044,0.077
1.713,2.700,0.068,0.143
1.279,0.395,0.032,0.008
2.580,0.638,0.087,0.012
2.617,2.956,0.124,0.154
2.400,2.116,0.125,0.102
0.630,1.998,0.015,0.071
1.045,1.472,0.041,0.065
1.202,2.991,0.033,0.140
0.346,2.011,0.005,0.046
0.307,1.483,0.005,0.032
1.565,0.559,0.052,0.014
0.319,2.769,0.003,0.052
1.095,1.158,0.044,0.047
0.559,0.345,0.009,0.005
1.903,0.943,0.084,0.032
1.774,2.848,0.069,0.152
1.742,2.073,0.082,0.107
1.859,1.138,0.088,0.044
2.709,2.384,0.142,0.114
2.751,0.375,0.060,0.004
1.798,1.710,0.089,0.082
2.212,2.011,0.114,0.098
2.572,2.684,0.127,0.137
1.743,0.764,0.069,0.023
2.507,2.839,0.120,0.148
0.746,2.442,0.017,0.093
2.915,1.011,0.126,0.025
2.656,1.439,0.136,0.052
1.595,0.649,0.058,0.018
1.575,1.314,0.074,0.058
1.233,2.723,0.039,0.132
2.638,0.773,0.101,0.017
0.666,1.015,0.019,0.033
0.799,2.228,0.021,0.090
2.541,2.528,0.129,0.127
0.338,1.642,0.005,0.038
0.825,2.264,0.022,0.093
1.234,2.166,0.047,0.107
1.706,2.016,0.080,0.103
1.029,2.724,0.028,0.121
1.392,2.286,0.055,0.117
0.862,1.787,0.028,0.076
2.168,2.491,0.104,0.131
1.185,1.259,0.050,0.054
0.986,2.337,0.030,0.105
2.823,1.683,0.149,0.064
0.613,2.514,0.012,0.084
0.995,1.303,0.038,0.054
0.483,1.823,0.010,0.055
1.790,0.461,0.052,0.009
2.755,1.516,0.143,0.055
2.784,2.895,0.137,0.147
1.171,1.780,0.047,0.085
1.661,2.826,0.063,0.149
0.794,1.919,0.024,0.078
2.938,0.654,0.095,0.011
1.892,1.412,0.094,0.061
2.086,0.270,0.039,0.003
2.886,1.699,0.153,0.064
1.134,1.351,0.046,0.059
1.124,0.624,0.037,0.018
1.320,1.623,0.058,0.077
1.279,2.463,0.045,0.122
2.380,1.133,0.113,0.038
1.836,1.883,0.090,0.094
1.655,2.473,0.069,0.130
1.412,0.993,0.060,0.038
2.692,1.497,0.139,0.055
1.424,0.683,0.052,0.020
2.470,1.172,0.119,0.039
2.115,0.460,0.060,0.008
2.756,2.780,0.137,0.140
0.942,1.137,0.035,0.044
2.285,2.926,0.102,0.157
2.040,2.256,0.099,0.117
2.099,2.544,0.098,0.134
2.850,1.659,0.150,0.062
0.993,1.618,0.037,0.072
2.771,2.585,0.142,0.126
2.361,1.100,0.111,0.036
2.366,1.816,0.125,0.082
0.948,1.924,0.032,0.086
0.813,1.563,0.027,0.063
2.405,1.057,0.111,0.033
2.817,1.543,0.146,0.055
2.783,1.977,0.149,0.084
0.466,1.684,0.010,0.049
2.714,2.787,0.135,0.141
2.910,1.389,0.145,0.044
2.253,1.253,0.111,0.047
1.243,1.790,0.051,0.086
1.595,2.555,0.063,0.134
1.790,2.187,0.083,0.114
1.361,2.568,0.048,0.130
2.544,1.308,0.127,0.046
0.364,1.276,0.007,0.030
2.297,2.339,0.116,0.119
1.518,0.357,0.036,0.006
1.201,0.987,0.048,0.037
0.312,2.082,0.004,0.044
1.430,0.968,0.061,0.036
2.313,2.951,0.103,0.158
0.399,1.972,0.007,0.051
2.662,1.568,0.139,0.060
0.935,1.609,0.034,0.070
2.024,2.691,0.090,0.144
0.796,1.145,0.027,0.042
1.769,2.036,0.084,0.104
2.060,2.323,0.100,0.121
1.829,0.659,0.067,0.017
2.306,2.111,0.119,0.103
0.812,1.279,0.027,0.049
1.549,2.431,0.063,0.127
2.753,2.112,0.148,0.094
0.709,2.845,0.013,0.100
2.045,1.816,0.105,0.087
1.719,0.794,0.070,0.025
1.208,2.230,0.044,0.109
2.221,2.735,0.102,0.146
1.399,1.588,0.063,0.076
0.477,0.946,0.011,0.025
1.904,1.399,0.095,0.060
2.766,2.757,0.139,0.138
2.704,0.736,0.099,0.015
2.509,0.272,0.044,0.002
1.639,2.221,0.072,0.116
0.928,1.435,0.034,0.060
0.683,0.619,0.017,0.015
2.055,0.344,0.047,0.005
1.578,2.602,0.062,0.136
0.328,2.606,0.003,0.052
0.977,1.639,0.036,0.072
0.713,0.258,0.010,0.003
0.270,0.298,0.002,0.002
1.236,1.479,0.053,0.068
1.919,1.727,0.097,0.083
2.837,1.688,0.150,0.064
1.365,1.135,0.060,0.047
1.641,2.106,0.074,0.109
2.555,1.752,0.136,0.074
2.790,2.057,0.150,0.090
2.332,0.761,0.091,0.019
1.206,1.514,0.051,0.069
2.004,1.240,0.098,0.049
2.179,2.053,0.112,0.101
1.247,0.693,0.044,0.021
2.967,1.711,0.157,0.063
